,Survived,Pclass,COLUMNA,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,nueva
834,0,3,9,male,18.0,0,0,2223,8.3,8,S,hola
835,1,1,9,female,39.0,1,1,PC 17756,83.1583,E49,C,hola
836,0,3,9,male,21.0,0,0,315097,8.6625,8,S,hola
837,0,3,9,male,,0,0,392092,8.05,8,S,hola
838,1,3,9,male,32.0,0,0,1601,56.4958,8,S,hola
839,1,1,9,male,,0,0,11774,29.7,C47,C,hola
840,0,3,9,male,20.0,0,0,SOTON/O2 3101287,7.925,8,S,hola
841,0,2,9,male,16.0,0,0,S.O./P.P. 3,10.5,8,S,hola
842,1,1,9,female,30.0,0,0,113798,31.0,8,C,hola
843,0,3,9,male,34.5,0,0,2683,6.4375,8,C,hola
844,0,3,9,male,17.0,0,0,315090,8.6625,8,S,hola
845,0,3,9,male,42.0,0,0,C.A. 5547,7.55,8,S,hola
846,0,3,9,male,,8,2,CA. 2343,69.55,8,S,hola
847,0,3,9,male,35.0,0,0,349213,7.8958,8,C,hola
848,0,2,9,male,28.0,0,1,248727,33.0,8,S,hola
849,1,1,9,female,,1,0,17453,89.1042,C92,C,hola
850,0,3,9,male,4.0,4,2,347082,31.275,8,S,hola
851,0,3,9,male,74.0,0,0,347060,7.775,8,S,hola
852,0,3,9,female,9.0,1,1,2678,15.2458,8,C,hola
853,1,1,9,female,16.0,0,1,PC 17592,39.4,D28,S,hola
854,0,2,9,female,44.0,1,0,244252,26.0,8,S,hola
855,1,3,9,female,18.0,0,1,392091,9.35,8,S,hola
856,1,1,9,female,45.0,1,1,36928,164.8667,8,S,hola
857,1,1,9,male,51.0,0,0,113055,26.55,E17,S,hola
858,1,3,9,female,24.0,0,3,2666,19.2583,8,C,hola
859,0,3,9,male,,0,0,2629,7.2292,8,C,hola
860,0,3,9,male,41.0,2,0,350026,14.1083,8,S,hola
861,0,2,9,male,21.0,1,0,28134,11.5,8,S,hola
862,1,1,9,female,48.0,0,0,17466,25.9292,D17,S,hola
863,0,3,9,female,,8,2,CA. 2343,69.55,8,S,hola
864,0,2,9,male,24.0,0,0,233866,13.0,8,S,hola
865,1,2,9,female,42.0,0,0,236852,13.0,8,S,hola
866,1,2,9,female,27.0,1,0,SC/PARIS 2149,13.8583,8,C,hola
867,0,1,9,male,31.0,0,0,PC 17590,50.4958,A24,S,hola
868,0,3,9,male,,0,0,345777,9.5,8,S,hola
869,1,3,9,male,4.0,1,1,347742,11.1333,8,S,hola
870,0,3,9,male,26.0,0,0,349248,7.8958,8,S,hola
871,1,1,9,female,47.0,1,1,11751,52.5542,D35,S,hola
872,0,1,9,male,33.0,0,0,695,5.0,B51 B53 B55,S,hola
873,0,3,9,male,47.0,0,0,345765,9.0,8,S,hola
874,1,2,9,female,28.0,1,0,P/PP 3381,24.0,8,C,hola
875,1,3,9,female,15.0,0,0,2667,7.225,8,C,hola
876,0,3,9,male,20.0,0,0,7534,9.8458,8,S,hola
877,0,3,9,male,19.0,0,0,349212,7.8958,8,S,hola
878,0,3,9,male,,0,0,349217,7.8958,8,S,hola
879,1,1,9,female,56.0,0,1,11767,83.1583,C50,C,hola
880,1,2,9,female,25.0,0,1,230433,26.0,8,S,hola
881,0,3,9,male,33.0,0,0,349257,7.8958,8,S,hola
882,0,3,9,female,22.0,0,0,7552,10.5167,8,S,hola
883,0,2,9,male,28.0,0,0,C.A./SOTON 34068,10.5,8,S,hola
884,0,3,9,male,25.0,0,0,SOTON/OQ 392076,7.05,8,S,hola
885,0,3,9,female,39.0,0,5,382652,29.125,8,Q,hola
886,0,2,9,male,27.0,0,0,211536,13.0,8,S,hola
887,1,1,9,female,19.0,0,0,112053,30.0,B42,S,hola
888,0,3,9,female,,1,2,W./C. 6607,23.45,8,S,hola
889,1,1,9,male,26.0,0,0,111369,30.0,C148,C,hola
890,murio,3,9,male,32.0,0,0,370376,7.75,8,Q,hola
